"id","V1","V2","V3","V4","V5","V6","V7"
"1_1",0.055894742171868,0.929293717671789,0.0140735495995654,0.000678317933155778,5.20009633130765e-05,7.47956917230562e-06,1.92091136133825e-07
"1_1",0.969111651335076,0.0270570295676377,0.00342506572492256,0.000332258042357107,7.2474850433843e-05,1.30419969926956e-06,2.16279873186891e-07
"1_1",0.0536391271084286,0.93859438734107,0.00709995551171717,0.000607499378021824,5.22897027768376e-05,6.6003197542115e-06,1.40638231074674e-07
"1_1",0.0617154009802807,0.148767573078026,0.770241397003085,0.0182471627657125,0.000933030685955896,9.05422555842564e-05,4.89323135541475e-06
"1_1",0.257932398050379,0.0877896054817383,0.405332807057581,0.238795951799395,0.00910312311739783,0.000962491962952294,8.36225305560272e-05
"1_1",0.997477186648607,0.0022526535697602,0.00023389804964082,3.13742135682705e-05,4.73063923105901e-06,8.82672242562106e-08,6.86119688834009e-08
"1_1",0.178363439157026,0.808132022145465,0.0124562795145447,0.000987233231388748,5.32583530645514e-05,7.57919135223136e-06,1.88407158587033e-07
"1_1",0.225562772147238,0.187291525114984,0.523914424458865,0.0590291062670041,0.00392152310703922,0.000257296400586624,2.33525042833398e-05
"1_1",0.998341237180525,0.0014749120170914,0.000154985362562703,2.78564485813684e-05,9.47828382344701e-07,5.46349268542148e-08,6.52793046989639e-09
"1_1",0.0784129917622183,0.178277776291806,0.711838979454425,0.027062248560983,0.00425753155769677,0.000138675080562902,1.17972923078987e-05
"1_1",0.0615939288709542,0.923420450946362,0.0133606564037556,0.00147792667052435,0.000137245343305033,8.9888565998704e-06,8.02908499353735e-07
"1_1",0.991233991975586,0.00780574047088396,0.000826044575791103,0.00013018037547537,3.39001015387874e-06,6.17136116154765e-07,3.54559938621599e-08
"1_1",0.107155775954416,0.116478557584611,0.763283351621622,0.0121587401967434,0.000862728265165938,5.44210956835288e-05,6.42528175869156e-06
"1_1",0.99527808786603,0.00406997020434639,0.000604122633096233,4.52070124559451e-05,2.52607342807817e-06,8.42879975051764e-08,1.92264545734486e-09
