"ID","time1","x","y","SL","TA","state","track_length","rep","hmm.state"
"1_1",1,0,0,NA,NA,NA,1000,1,NA
"1_1",2,2.0410189203551,0.876310870284791,2.22118864003641,0.405549109917484,2,1000,1,2
"1_1",3,16.4814115289308,4.97911463388965,15.0119265056974,-0.128724070545389,3,1000,1,3
"1_1",4,25.232229524504,9.58972117055801,9.89113280810724,0.208092422218979,3,1000,1,3
"1_1",5,31.3859420768838,12.7027710298088,6.89632203449767,-0.0165756629108866,3,1000,1,3
"1_1",6,35.716244969559,20.6803161197425,9.07704515821293,0.605147097587656,3,1000,1,3
"1_1",7,38.1828315618474,26.7800293541495,6.5795555290048,0.113033079749658,3,1000,1,3
"1_1",8,43.9942213462176,41.4587919766912,15.7872835964522,0.00730346081386651,3,1000,1,3
"1_1",9,34.0078254155384,48.811164666144,12.4010276932558,1.31313157054765,3,1000,1,3
"1_1",10,27.2630825294242,59.7818784279984,12.8782031760774,-0.384933278470935,3,1000,1,3
"1_1",11,17.148571898575,73.491856552611,17.0372188305168,0.0843862829903841,3,1000,1,3
"1_1",12,8.44138611979204,85.744441555435,15.0313313927166,-0.0177819425445795,3,1000,1,3
"1_1",13,2.89091832148612,93.4730779552037,9.51522534572147,0.00498445029121608,3,1000,1,3
"1_1",14,-5.64199003313704,100.459040940462,11.0278830162367,0.261935330111516,3,1000,1,3
"1_1",15,-9.08182223323536,112.058369620355,12.0986309716848,-0.596458800197054,3,1000,1,3
"1_1",16,-6.13606640549257,123.602527015554,11.9140693032153,-0.538134016871414,3,1000,1,3
"1_1",17,-10.7385411560228,135.874340418667,13.1064937351713,0.608650879538396,3,1000,1,3
"1_1",18,-15.3466590464062,141.480436545298,7.25693215296259,0.32919286499076,3,1000,1,3
"1_1",19,-21.0750517968287,145.38861535706,6.93457605970209,0.284082302772277,3,1000,1,3
"1_1",20,-26.0195887981591,152.614153158557,8.75538935047406,-0.37196403319583,3,1000,1,3
"1_1",21,-30.8120135705215,159.927374412806,8.74359996296427,-0.0200219023229513,3,1000,1,3
"1_1",22,-36.9656873139034,169.660807854597,11.515529823059,-0.0163242513459956,3,1000,1,3
"1_1",23,-42.6402954321294,176.098628168982,8.58176600098986,0.158696123184183,3,1000,1,3
"1_1",24,-47.1787267745804,179.807872858884,5.86138680004224,0.163126586570867,3,1000,1,3
"1_1",25,-62.7574302768949,186.451502272908,16.9361688289859,0.282095922513999,3,1000,1,3
"1_1",26,-76.0118004862215,190.430989653183,13.8388817993235,0.111426492228134,3,1000,1,3
"1_1",27,-77.4880125068583,194.583313294743,4.40692563519405,-0.937540486551424,3,1000,1,3
"1_1",28,-82.5900920445244,205.936384981871,12.4468249904036,0.0807763177800025,3,1000,1,3
"1_1",29,-82.5012075108189,205.816752342102,0.149038346844326,-2.92495569961434,1,1000,1,1
"1_1",30,-80.5220996928407,208.503888399322,3.33729949887543,1.86778745431878,2,1000,1,2
"1_1",31,-79.5932286795552,208.355688171448,0.94061929964461,-1.09419886817426,2,1000,1,2
"1_1",32,-75.8897736968744,206.096804933214,4.33798712454462,-0.389480607253804,3,1000,1,2
