"id","brks","type","acc"
"1_2",4600,"Model","Accurate"
"1_2",4795,"Model","Accurate"
"2_2",200,"True","True"
"2_2",300,"True","True"
"2_2",400,"True","True"
"2_2",600,"True","True"
"2_2",900,"True","True"
"2_2",1000,"True","True"
"2_2",1300,"True","Missing"
"2_2",1400,"True","True"
"2_2",1500,"True","True"
"2_2",1600,"True","True"
"2_2",1800,"True","True"
"2_2",2000,"True","Missing"
"2_2",2400,"True","Missing"
"2_2",2500,"True","True"
"2_2",2700,"True","True"
"2_2",2800,"True","True"
"2_2",3000,"True","True"
"2_2",3200,"True","True"
"2_2",3300,"True","True"
"2_2",3400,"True","True"
"2_2",3700,"True","True"
"2_2",3800,"True","True"
"2_2",3900,"True","True"
"2_2",4000,"True","True"
"2_2",4100,"True","True"
"2_2",4300,"True","Missing"
"2_2",4400,"True","True"
"2_2",90,"Model","Inaccurate"
"2_2",190,"Model","Accurate"
"2_2",300,"Model","Accurate"
"2_2",405,"Model","Accurate"
"2_2",455,"Model","Inaccurate"
"2_2",555,"Model","Inaccurate"
"2_2",605,"Model","Accurate"
"2_2",670,"Model","Inaccurate"
"2_2",790,"Model","Inaccurate"
"2_2",850,"Model","Inaccurate"
"2_2",900,"Model","Accurate"
"2_2",1000,"Model","Accurate"
"2_2",1070,"Model","Inaccurate"
"2_2",1135,"Model","Inaccurate"
"2_2",1185,"Model","Inaccurate"
"2_2",1240,"Model","Inaccurate"
"2_2",1340,"Model","Inaccurate"
"2_2",1390,"Model","Accurate"
"2_2",1505,"Model","Accurate"
"2_2",1610,"Model","Accurate"
"2_2",1685,"Model","Inaccurate"
"2_2",1750,"Model","Inaccurate"
"2_2",1800,"Model","Accurate"
"2_2",1905,"Model","Inaccurate"
"2_2",2110,"Model","Inaccurate"
"2_2",2180,"Model","Inaccurate"
"2_2",2230,"Model","Inaccurate"
"2_2",2330,"Model","Inaccurate"
"2_2",2450,"Model","Inaccurate"
"2_2",2500,"Model","Accurate"
"2_2",2550,"Model","Inaccurate"
"2_2",2600,"Model","Inaccurate"
"2_2",2695,"Model","Accurate"
"2_2",2745,"Model","Inaccurate"
"2_2",2825,"Model","Inaccurate"
"2_2",2875,"Model","Inaccurate"
"2_2",3030,"Model","Inaccurate"
"2_2",3105,"Model","Inaccurate"
"2_2",3210,"Model","Accurate"
"2_2",3300,"Model","Accurate"
"2_2",3425,"Model","Inaccurate"
"2_2",3490,"Model","Inaccurate"
"2_2",3555,"Model","Inaccurate"
"2_2",3605,"Model","Inaccurate"
"2_2",3700,"Model","Accurate"
"2_2",3750,"Model","Inaccurate"
"2_2",3810,"Model","Accurate"
"2_2",3920,"Model","Inaccurate"
"2_2",3995,"Model","Accurate"
"2_2",4055,"Model","Inaccurate"
"2_2",4125,"Model","Inaccurate"
"2_2",4200,"Model","Inaccurate"
"2_2",4400,"Model","Accurate"
"2_2",4460,"Model","Inaccurate"
"2_2",4535,"Model","Inaccurate"
"2_2",4630,"Model","Inaccurate"
"2_2",4860,"Model","Inaccurate"
"2_2",4910,"Model","Inaccurate"
"3_2",100,"True","True"
"3_2",200,"True","True"
"3_2",300,"True","True"
"3_2",400,"True","True"
"3_2",500,"True","True"
"3_2",600,"True","Missing"
"3_2",800,"True","True"
"3_2",900,"True","True"
"3_2",1000,"True","True"
"3_2",1100,"True","True"
"3_2",1200,"True","True"
"3_2",1300,"True","True"
"3_2",1400,"True","True"
"3_2",1500,"True","True"
"3_2",1600,"True","True"
"3_2",1700,"True","True"
"3_2",1900,"True","True"
"3_2",2000,"True","True"
"3_2",2100,"True","True"
"3_2",2200,"True","True"
"3_2",2300,"True","True"
"3_2",2400,"True","True"
"3_2",2500,"True","True"
"3_2",2800,"True","True"
"3_2",3200,"True","True"
"3_2",3300,"True","True"
"3_2",3400,"True","Missing"
"3_2",3800,"True","True"
"3_2",3900,"True","True"
"3_2",4000,"True","True"
"3_2",4300,"True","True"
"3_2",4400,"True","True"
"3_2",4600,"True","True"
"3_2",4700,"True","True"
"3_2",50,"Model","Inaccurate"
"3_2",100,"Model","Accurate"
"3_2",195,"Model","Accurate"
"3_2",255,"Model","Inaccurate"
"3_2",310,"Model","Accurate"
"3_2",375,"Model","Inaccurate"
"3_2",430,"Model","Inaccurate"
"3_2",490,"Model","Accurate"
"3_2",650,"Model","Inaccurate"
"3_2",730,"Model","Inaccurate"
"3_2",780,"Model","Inaccurate"
"3_2",900,"Model","Accurate"
"3_2",1000,"Model","Accurate"
"3_2",1100,"Model","Accurate"
"3_2",1205,"Model","Accurate"
"3_2",1300,"Model","Accurate"
"3_2",1400,"Model","Accurate"
"3_2",1495,"Model","Accurate"
"3_2",1600,"Model","Accurate"
"3_2",1705,"Model","Accurate"
"3_2",1810,"Model","Inaccurate"
"3_2",1900,"Model","Accurate"
"3_2",1950,"Model","Inaccurate"
"3_2",2010,"Model","Accurate"
"3_2",2100,"Model","Accurate"
"3_2",2160,"Model","Inaccurate"
"3_2",2225,"Model","Inaccurate"
"3_2",2290,"Model","Accurate"
"3_2",2425,"Model","Inaccurate"
"3_2",2505,"Model","Accurate"
"3_2",2625,"Model","Inaccurate"
"3_2",2675,"Model","Inaccurate"
"3_2",2775,"Model","Inaccurate"
"3_2",2825,"Model","Inaccurate"
"3_2",3000,"Model","Inaccurate"
"3_2",3100,"Model","Inaccurate"
"3_2",3205,"Model","Accurate"
"3_2",3300,"Model","Accurate"
"3_2",3355,"Model","Inaccurate"
"3_2",3445,"Model","Inaccurate"
"3_2",3615,"Model","Inaccurate"
"3_2",3680,"Model","Inaccurate"
"3_2",3790,"Model","Accurate"
"3_2",3870,"Model","Inaccurate"
"3_2",3920,"Model","Inaccurate"
"3_2",3980,"Model","Inaccurate"
"3_2",4295,"Model","Accurate"
"3_2",4355,"Model","Inaccurate"
"3_2",4405,"Model","Accurate"
"3_2",4460,"Model","Inaccurate"
"3_2",4510,"Model","Inaccurate"
"3_2",4605,"Model","Accurate"
"3_2",4690,"Model","Accurate"
"3_2",4740,"Model","Inaccurate"
"3_2",4795,"Model","Inaccurate"
"3_2",4855,"Model","Inaccurate"
"4_2",200,"True","True"
"4_2",400,"True","True"
"4_2",800,"True","True"
"4_2",900,"True","True"
"4_2",1100,"True","True"
"4_2",1200,"True","True"
"4_2",1300,"True","True"
"4_2",1400,"True","True"
"4_2",1600,"True","Missing"
"4_2",1700,"True","True"
"4_2",1900,"True","True"
"4_2",2000,"True","True"
"4_2",2100,"True","True"
"4_2",2200,"True","True"
"4_2",2400,"True","True"
"4_2",2500,"True","Missing"
"4_2",2600,"True","True"
"4_2",2800,"True","True"
"4_2",3000,"True","True"
"4_2",3300,"True","True"
"4_2",3400,"True","True"
"4_2",3700,"True","True"
"4_2",3800,"True","True"
"4_2",3900,"True","True"
"4_2",4100,"True","True"
"4_2",4300,"True","True"
"4_2",4400,"True","True"
"4_2",4500,"True","Missing"
"4_2",4700,"True","Missing"
"4_2",4800,"True","True"
"4_2",4900,"True","True"
"4_2",50,"Model","Inaccurate"
"4_2",180,"Model","Inaccurate"
"4_2",395,"Model","Accurate"
"4_2",505,"Model","Inaccurate"
"4_2",600,"Model","Inaccurate"
"4_2",655,"Model","Inaccurate"
"4_2",735,"Model","Inaccurate"
"4_2",785,"Model","Inaccurate"
"4_2",900,"Model","Accurate"
"4_2",1100,"Model","Accurate"
"4_2",1200,"Model","Accurate"
"4_2",1300,"Model","Accurate"
"4_2",1400,"Model","Accurate"
"4_2",1505,"Model","Inaccurate"
"4_2",1555,"Model","Inaccurate"
"4_2",1645,"Model","Inaccurate"
"4_2",1700,"Model","Accurate"
"4_2",1885,"Model","Inaccurate"
"4_2",1950,"Model","Inaccurate"
"4_2",2000,"Model","Accurate"
"4_2",2100,"Model","Accurate"
"4_2",2210,"Model","Accurate"
"4_2",2390,"Model","Accurate"
"4_2",2440,"Model","Inaccurate"
"4_2",2545,"Model","Inaccurate"
"4_2",2600,"Model","Accurate"
"4_2",2800,"Model","Accurate"
"4_2",3025,"Model","Inaccurate"
"4_2",3230,"Model","Inaccurate"
"4_2",3300,"Model","Accurate"
"4_2",3395,"Model","Accurate"
"4_2",3455,"Model","Inaccurate"
"4_2",3505,"Model","Inaccurate"
"4_2",3560,"Model","Inaccurate"
"4_2",3685,"Model","Inaccurate"
"4_2",3775,"Model","Inaccurate"
"4_2",3920,"Model","Inaccurate"
"4_2",4095,"Model","Accurate"
"4_2",4245,"Model","Inaccurate"
"4_2",4320,"Model","Inaccurate"
"4_2",4405,"Model","Accurate"
"4_2",4585,"Model","Inaccurate"
"4_2",4645,"Model","Inaccurate"
"4_2",4820,"Model","Inaccurate"
"4_2",4900,"Model","Accurate"
"4_2",4950,"Model","Inaccurate"
"5_2",200,"True","True"
"5_2",300,"True","True"
"5_2",600,"True","True"
"5_2",800,"True","True"
"5_2",900,"True","True"
"5_2",1000,"True","True"
"5_2",1100,"True","True"
"5_2",1200,"True","True"
"5_2",1300,"True","True"
"5_2",1400,"True","True"
"5_2",1500,"True","True"
"5_2",1600,"True","True"
"5_2",1700,"True","True"
"5_2",1800,"True","Missing"
"5_2",1900,"True","True"
"5_2",2000,"True","True"
"5_2",2100,"True","True"
"5_2",2200,"True","True"
"5_2",2400,"True","True"
"5_2",2500,"True","True"
"5_2",2700,"True","True"
"5_2",2800,"True","True"
"5_2",2900,"True","True"
"5_2",3100,"True","True"
"5_2",3200,"True","Missing"
"5_2",3400,"True","True"
"5_2",4100,"True","True"
"5_2",4200,"True","Missing"
"5_2",4700,"True","Missing"
"5_2",4800,"True","Missing"
"5_2",120,"Model","Inaccurate"
"5_2",200,"Model","Accurate"
"5_2",300,"Model","Accurate"
"5_2",405,"Model","Inaccurate"
"5_2",470,"Model","Inaccurate"
"5_2",520,"Model","Inaccurate"
"5_2",570,"Model","Inaccurate"
"5_2",795,"Model","Accurate"
"5_2",900,"Model","Accurate"
"5_2",955,"Model","Inaccurate"
"5_2",1005,"Model","Accurate"
"5_2",1100,"Model","Accurate"
"5_2",1210,"Model","Accurate"
"5_2",1300,"Model","Accurate"
"5_2",1430,"Model","Inaccurate"
"5_2",1500,"Model","Accurate"
"5_2",1605,"Model","Accurate"
"5_2",1730,"Model","Inaccurate"
"5_2",1870,"Model","Inaccurate"
"5_2",1920,"Model","Inaccurate"
"5_2",1985,"Model","Inaccurate"
"5_2",2125,"Model","Inaccurate"
"5_2",2190,"Model","Accurate"
"5_2",2400,"Model","Accurate"
"5_2",2500,"Model","Accurate"
"5_2",2595,"Model","Inaccurate"
"5_2",2645,"Model","Inaccurate"
"5_2",2700,"Model","Accurate"
"5_2",2780,"Model","Inaccurate"
"5_2",2910,"Model","Accurate"
"5_2",2960,"Model","Inaccurate"
"5_2",3045,"Model","Inaccurate"
"5_2",3095,"Model","Accurate"
"5_2",3155,"Model","Inaccurate"
"5_2",3415,"Model","Inaccurate"
"5_2",3540,"Model","Inaccurate"
"5_2",3630,"Model","Inaccurate"
"5_2",3715,"Model","Inaccurate"
"5_2",3825,"Model","Inaccurate"
"5_2",3885,"Model","Inaccurate"
"5_2",4075,"Model","Inaccurate"
"5_2",4240,"Model","Inaccurate"
"5_2",4320,"Model","Inaccurate"
"5_2",4440,"Model","Inaccurate"
"5_2",4490,"Model","Inaccurate"
"5_2",4630,"Model","Inaccurate"
"5_2",4880,"Model","Inaccurate"
"1_3",200,"True","True"
"1_3",300,"True","True"
"1_3",400,"True","True"
"1_3",600,"True","Missing"
"1_3",800,"True","True"
"1_3",900,"True","True"
"1_3",1000,"True","True"
"1_3",1300,"True","Missing"
"1_3",1700,"True","True"
"1_3",2000,"True","True"
"1_3",2100,"True","True"
"1_3",2200,"True","Missing"
"1_3",2400,"True","True"
"1_3",2600,"True","True"
"1_3",2700,"True","True"
"1_3",2800,"True","Missing"
"1_3",3000,"True","Missing"
"1_3",3100,"True","True"
"1_3",3200,"True","True"
"1_3",3300,"True","True"
"1_3",3500,"True","True"
"1_3",3600,"True","True"
"1_3",3800,"True","True"
"1_3",4100,"True","Missing"
"1_3",4300,"True","True"
"1_3",4400,"True","Missing"
"1_3",4500,"True","Missing"
"1_3",4600,"True","True"
"1_3",4700,"True","True"
"1_3",4800,"True","True"
"1_3",4900,"True","True"
"1_3",5100,"True","True"
"1_3",5200,"True","True"
"1_3",5300,"True","Missing"
"1_3",5500,"True","True"
"1_3",6000,"True","Missing"
"1_3",6100,"True","True"
"1_3",6500,"True","True"
"1_3",6600,"True","True"
"1_3",7000,"True","True"
"1_3",7300,"True","True"
"1_3",7600,"True","True"
"1_3",7800,"True","True"
"1_3",7900,"True","True"
"1_3",8000,"True","Missing"
"1_3",8100,"True","True"
"1_3",8300,"True","Missing"
"1_3",8400,"True","Missing"
"1_3",8800,"True","Missing"
"1_3",8900,"True","True"
"1_3",9100,"True","True"
"1_3",9200,"True","True"
"1_3",9300,"True","True"
"1_3",9400,"True","True"
"1_3",9500,"True","True"
"1_3",9700,"True","Missing"
"1_3",9800,"True","True"
"1_3",9900,"True","Missing"
"1_3",50,"Model","Inaccurate"
"1_3",170,"Model","Inaccurate"
"1_3",310,"Model","Accurate"
"1_3",400,"Model","Accurate"
"1_3",690,"Model","Inaccurate"
"1_3",800,"Model","Accurate"
"1_3",900,"Model","Accurate"
"1_3",980,"Model","Inaccurate"
"1_3",1030,"Model","Inaccurate"
"1_3",1210,"Model","Inaccurate"
"1_3",1360,"Model","Inaccurate"
"1_3",1520,"Model","Inaccurate"
"1_3",1570,"Model","Inaccurate"
"1_3",1690,"Model","Accurate"
"1_3",1810,"Model","Inaccurate"
"1_3",1860,"Model","Inaccurate"
"1_3",2000,"Model","Accurate"
"1_3",2130,"Model","Inaccurate"
"1_3",2240,"Model","Inaccurate"
"1_3",2400,"Model","Accurate"
"1_3",2600,"Model","Accurate"
"1_3",2710,"Model","Accurate"
"1_3",2760,"Model","Inaccurate"
"1_3",2890,"Model","Inaccurate"
"1_3",3100,"Model","Accurate"
"1_3",3190,"Model","Accurate"
"1_3",3270,"Model","Inaccurate"
"1_3",3530,"Model","Inaccurate"
"1_3",3600,"Model","Accurate"
"1_3",3700,"Model","Inaccurate"
"1_3",3790,"Model","Accurate"
"1_3",3920,"Model","Inaccurate"
"1_3",4060,"Model","Inaccurate"
"1_3",4300,"Model","Accurate"
"1_3",4450,"Model","Inaccurate"
"1_3",4600,"Model","Accurate"
"1_3",4700,"Model","Accurate"
"1_3",4800,"Model","Accurate"
"1_3",4870,"Model","Inaccurate"
"1_3",4920,"Model","Inaccurate"
"1_3",5100,"Model","Accurate"
"1_3",5200,"Model","Accurate"
"1_3",5480,"Model","Inaccurate"
"1_3",5580,"Model","Inaccurate"
"1_3",5740,"Model","Inaccurate"
"1_3",5810,"Model","Inaccurate"
"1_3",5920,"Model","Inaccurate"
"1_3",6100,"Model","Accurate"
"1_3",6260,"Model","Inaccurate"
"1_3",6310,"Model","Inaccurate"
"1_3",6380,"Model","Inaccurate"
"1_3",6530,"Model","Inaccurate"
"1_3",6600,"Model","Accurate"
"1_3",6720,"Model","Inaccurate"
"1_3",6770,"Model","Inaccurate"
"1_3",7000,"Model","Accurate"
"1_3",7310,"Model","Accurate"
"1_3",7600,"Model","Accurate"
"1_3",7800,"Model","Accurate"
"1_3",7890,"Model","Accurate"
"1_3",7960,"Model","Inaccurate"
"1_3",8100,"Model","Accurate"
"1_3",8160,"Model","Inaccurate"
"1_3",8210,"Model","Inaccurate"
"1_3",8340,"Model","Inaccurate"
"1_3",8650,"Model","Inaccurate"
"1_3",8730,"Model","Inaccurate"
"1_3",8910,"Model","Accurate"
"1_3",9030,"Model","Inaccurate"
"1_3",9080,"Model","Inaccurate"
"1_3",9210,"Model","Accurate"
"1_3",9300,"Model","Accurate"
"1_3",9400,"Model","Accurate"
"1_3",9500,"Model","Accurate"
"1_3",9650,"Model","Inaccurate"
"1_3",9790,"Model","Accurate"
"2_3",100,"True","Missing"
"2_3",300,"True","Missing"
"2_3",600,"True","Missing"
"2_3",800,"True","True"
"2_3",1000,"True","True"
"2_3",1200,"True","True"
"2_3",1900,"True","True"
"2_3",2100,"True","True"
"2_3",2400,"True","True"
"2_3",2500,"True","True"
"2_3",2600,"True","Missing"
"2_3",2700,"True","Missing"
"2_3",2800,"True","Missing"
"2_3",3200,"True","True"
"2_3",3500,"True","True"
"2_3",4200,"True","True"
"2_3",4300,"True","True"
"2_3",4400,"True","True"
"2_3",4500,"True","True"
"2_3",4600,"True","True"
"2_3",4800,"True","True"
"2_3",4900,"True","Missing"
"2_3",5000,"True","True"
"2_3",5100,"True","True"
"2_3",5300,"True","Missing"
"2_3",5500,"True","True"
"2_3",5600,"True","True"
"2_3",5800,"True","True"
"2_3",5900,"True","True"
"2_3",6100,"True","True"
"2_3",6600,"True","True"
"2_3",6700,"True","True"
"2_3",6800,"True","True"
"2_3",6900,"True","True"
"2_3",7000,"True","True"
"2_3",7100,"True","Missing"
"2_3",7300,"True","True"
"2_3",7400,"True","Missing"
"2_3",7500,"True","True"
"2_3",8100,"True","True"
"2_3",8200,"True","Missing"
"2_3",8300,"True","True"
"2_3",8400,"True","True"
"2_3",8500,"True","True"
"2_3",8600,"True","True"
"2_3",8700,"True","True"
"2_3",8800,"True","Missing"
"2_3",8900,"True","Missing"
"2_3",9000,"True","True"
"2_3",9100,"True","True"
"2_3",9400,"True","True"
"2_3",9500,"True","True"
"2_3",9600,"True","True"
"2_3",9700,"True","True"
"2_3",9800,"True","True"
"2_3",9900,"True","Missing"
"2_3",50,"Model","Inaccurate"
"2_3",160,"Model","Inaccurate"
"2_3",210,"Model","Inaccurate"
"2_3",640,"Model","Inaccurate"
"2_3",810,"Model","Accurate"
"2_3",860,"Model","Inaccurate"
"2_3",1000,"Model","Accurate"
"2_3",1200,"Model","Accurate"
"2_3",1370,"Model","Inaccurate"
"2_3",1440,"Model","Inaccurate"
"2_3",1490,"Model","Inaccurate"
"2_3",1610,"Model","Inaccurate"
"2_3",1750,"Model","Inaccurate"
"2_3",1800,"Model","Inaccurate"
"2_3",1900,"Model","Accurate"
"2_3",2080,"Model","Inaccurate"
"2_3",2150,"Model","Inaccurate"
"2_3",2200,"Model","Inaccurate"
"2_3",2250,"Model","Inaccurate"
"2_3",2300,"Model","Inaccurate"
"2_3",2350,"Model","Inaccurate"
"2_3",2400,"Model","Accurate"
"2_3",2500,"Model","Accurate"
"2_3",2550,"Model","Inaccurate"
"2_3",2750,"Model","Inaccurate"
"2_3",2840,"Model","Inaccurate"
"2_3",2900,"Model","Inaccurate"
"2_3",3140,"Model","Inaccurate"
"2_3",3200,"Model","Accurate"
"2_3",3250,"Model","Inaccurate"
"2_3",3470,"Model","Inaccurate"
"2_3",3520,"Model","Inaccurate"
"2_3",3590,"Model","Inaccurate"
"2_3",3650,"Model","Inaccurate"
"2_3",3710,"Model","Inaccurate"
"2_3",3810,"Model","Inaccurate"
"2_3",4210,"Model","Accurate"
"2_3",4300,"Model","Accurate"
"2_3",4350,"Model","Inaccurate"
"2_3",4410,"Model","Accurate"
"2_3",4500,"Model","Accurate"
"2_3",4600,"Model","Accurate"
"2_3",4720,"Model","Inaccurate"
"2_3",4770,"Model","Inaccurate"
"2_3",4850,"Model","Inaccurate"
"2_3",4940,"Model","Inaccurate"
"2_3",5000,"Model","Accurate"
"2_3",5120,"Model","Inaccurate"
"2_3",5360,"Model","Inaccurate"
"2_3",5470,"Model","Inaccurate"
"2_3",5530,"Model","Inaccurate"
"2_3",5610,"Model","Accurate"
"2_3",5800,"Model","Accurate"
"2_3",5890,"Model","Accurate"
"2_3",6100,"Model","Accurate"
"2_3",6290,"Model","Inaccurate"
"2_3",6340,"Model","Inaccurate"
"2_3",6390,"Model","Inaccurate"
"2_3",6450,"Model","Inaccurate"
"2_3",6500,"Model","Inaccurate"
"2_3",6600,"Model","Accurate"
"2_3",6650,"Model","Inaccurate"
"2_3",6700,"Model","Accurate"
"2_3",6800,"Model","Accurate"
"2_3",6890,"Model","Accurate"
"2_3",6970,"Model","Inaccurate"
"2_3",7190,"Model","Inaccurate"
"2_3",7300,"Model","Accurate"
"2_3",7360,"Model","Inaccurate"
"2_3",7500,"Model","Accurate"
"2_3",7790,"Model","Inaccurate"
"2_3",7850,"Model","Inaccurate"
"2_3",8060,"Model","Inaccurate"
"2_3",8110,"Model","Accurate"
"2_3",8330,"Model","Inaccurate"
"2_3",8390,"Model","Accurate"
"2_3",8500,"Model","Accurate"
"2_3",8600,"Model","Accurate"
"2_3",8700,"Model","Accurate"
"2_3",8990,"Model","Accurate"
"2_3",9100,"Model","Accurate"
"2_3",9400,"Model","Accurate"
"2_3",9500,"Model","Accurate"
"2_3",9600,"Model","Accurate"
"2_3",9650,"Model","Inaccurate"
"2_3",9700,"Model","Accurate"
"2_3",9800,"Model","Accurate"
"2_3",9860,"Model","Inaccurate"
"3_3",200,"True","True"
"3_3",300,"True","True"
"3_3",400,"True","Missing"
"3_3",500,"True","Missing"
"3_3",600,"True","True"
"3_3",1000,"True","True"
"3_3",1300,"True","True"
"3_3",1600,"True","True"
"3_3",1900,"True","True"
"3_3",2100,"True","True"
"3_3",2200,"True","True"
"3_3",2300,"True","True"
"3_3",2400,"True","Missing"
"3_3",2600,"True","True"
"3_3",2800,"True","Missing"
"3_3",3100,"True","True"
"3_3",3200,"True","True"
"3_3",3300,"True","True"
"3_3",3400,"True","Missing"
"3_3",3500,"True","Missing"
"3_3",3600,"True","True"
"3_3",3900,"True","Missing"
"3_3",4100,"True","True"
"3_3",4300,"True","True"
"3_3",4400,"True","Missing"
"3_3",4500,"True","True"
"3_3",4900,"True","True"
"3_3",5000,"True","Missing"
"3_3",5100,"True","Missing"
"3_3",5300,"True","Missing"
"3_3",5400,"True","Missing"
"3_3",5500,"True","Missing"
"3_3",5600,"True","True"
"3_3",5700,"True","True"
"3_3",5800,"True","True"
"3_3",6200,"True","Missing"
"3_3",6300,"True","True"
"3_3",6600,"True","True"
"3_3",6700,"True","True"
"3_3",7100,"True","True"
"3_3",7200,"True","True"
"3_3",7300,"True","Missing"
"3_3",7400,"True","True"
"3_3",7500,"True","Missing"
"3_3",7600,"True","True"
"3_3",7700,"True","True"
"3_3",8000,"True","True"
"3_3",8100,"True","True"
"3_3",8400,"True","Missing"
"3_3",8500,"True","True"
