"id","brks","type","acc"
"5_2",600,"True","Missing"
"5_2",800,"True","Missing"
"5_2",900,"True","Missing"
"5_2",1000,"True","Missing"
"5_2",1100,"True","Missing"
"5_2",1200,"True","Missing"
"5_2",1300,"True","True"
"5_2",1400,"True","True"
"5_2",1500,"True","True"
"5_2",1600,"True","True"
"5_2",1700,"True","Missing"
"5_2",1800,"True","Missing"
"5_2",1900,"True","Missing"
"5_2",2000,"True","True"
"5_2",2100,"True","True"
"5_2",2200,"True","Missing"
"5_2",2400,"True","True"
"5_2",2500,"True","True"
"5_2",2700,"True","Missing"
"5_2",2800,"True","Missing"
"5_2",2900,"True","Missing"
"5_2",3100,"True","Missing"
"5_2",3200,"True","True"
"5_2",3400,"True","True"
"5_2",4100,"True","Missing"
"5_2",4200,"True","Missing"
"5_2",4700,"True","Missing"
"5_2",4800,"True","Missing"
"5_2",206,"Model","Accurate"
"5_2",303,"Model","Accurate"
"5_2",1300,"Model","Accurate"
"5_2",1402,"Model","Accurate"
"5_2",1502,"Model","Accurate"
"5_2",1600,"Model","Accurate"
"5_2",1603,"Model","Accurate"
"5_2",2002,"Model","Accurate"
"5_2",2099,"Model","Accurate"
"5_2",2402,"Model","Accurate"
"5_2",2502,"Model","Accurate"
"5_2",3203,"Model","Accurate"
"5_2",3400,"Model","Accurate Duplicate"
"5_2",3401,"Model","Accurate Duplicate"
"1_3",200,"True","True"
"1_3",300,"True","True"
"1_3",400,"True","Missing"
"1_3",600,"True","Missing"
"1_3",800,"True","True"
"1_3",900,"True","True"
"1_3",1000,"True","Missing"
"1_3",1300,"True","Missing"
"1_3",1700,"True","Missing"
"1_3",2000,"True","True"
"1_3",2100,"True","True"
"1_3",2200,"True","Missing"
"1_3",2400,"True","True"
"1_3",2600,"True","True"
"1_3",2700,"True","True"
"1_3",2800,"True","True"
"1_3",3000,"True","Missing"
"1_3",3100,"True","True"
"1_3",3200,"True","True"
"1_3",3300,"True","True"
"1_3",3500,"True","True"
"1_3",3600,"True","Missing"
"1_3",3800,"True","Missing"
"1_3",4100,"True","Missing"
"1_3",4300,"True","True"
"1_3",4400,"True","True"
"1_3",4500,"True","Missing"
"1_3",4600,"True","Missing"
"1_3",4700,"True","Missing"
"1_3",4800,"True","Missing"
"1_3",4900,"True","Missing"
"1_3",5100,"True","True"
"1_3",5200,"True","True"
"1_3",5300,"True","Missing"
"1_3",5500,"True","Missing"
"1_3",6000,"True","Missing"
"1_3",6100,"True","Missing"
"1_3",6500,"True","Missing"
"1_3",6600,"True","Missing"
"1_3",7000,"True","Missing"
"1_3",7300,"True","True"
"1_3",7600,"True","True"
"1_3",7800,"True","True"
"1_3",7900,"True","True"
"1_3",8000,"True","True"
"1_3",8100,"True","True"
"1_3",8300,"True","Missing"
"1_3",8400,"True","Missing"
"1_3",8800,"True","True"
"1_3",8900,"True","True"
"1_3",9100,"True","Missing"
"1_3",9200,"True","Missing"
"1_3",9300,"True","Missing"
"1_3",9400,"True","True"
"1_3",9500,"True","True"
"1_3",9700,"True","True"
"1_3",9800,"True","True"
"1_3",9900,"True","Missing"
"1_3",202,"Model","Accurate"
"1_3",300,"Model","Accurate"
"1_3",802,"Model","Accurate"
"1_3",900,"Model","Accurate"
"1_3",2002,"Model","Accurate"
"1_3",2007,"Model","Accurate"
"1_3",2103,"Model","Accurate"
"1_3",2402,"Model","Accurate"
"1_3",2589,"Model","Inaccurate Duplicate"
"1_3",2590,"Model","Accurate Duplicate"
"1_3",2602,"Model","Accurate"
"1_3",2696,"Model","Accurate"
"1_3",2802,"Model","Accurate"
"1_3",3101,"Model","Accurate"
"1_3",3201,"Model","Accurate"
"1_3",3306,"Model","Accurate"
"1_3",3503,"Model","Accurate"
"1_3",4301,"Model","Accurate"
"1_3",4304,"Model","Accurate"
"1_3",4402,"Model","Accurate"
"1_3",5101,"Model","Accurate"
"1_3",5202,"Model","Accurate"
"1_3",7301,"Model","Accurate"
"1_3",7602,"Model","Accurate"
"1_3",7799,"Model","Accurate"
"1_3",7908,"Model","Accurate"
"1_3",8002,"Model","Accurate"
"1_3",8103,"Model","Accurate"
"1_3",8808,"Model","Accurate"
"1_3",8902,"Model","Accurate"
"1_3",9402,"Model","Accurate"
"1_3",9502,"Model","Accurate"
"1_3",9700,"Model","Accurate"
"1_3",9801,"Model","Accurate"
"2_3",100,"True","Missing"
"2_3",300,"True","Missing"
"2_3",600,"True","Missing"
"2_3",800,"True","Missing"
"2_3",1000,"True","True"
"2_3",1200,"True","True"
"2_3",1900,"True","True"
"2_3",2100,"True","True"
"2_3",2400,"True","True"
"2_3",2500,"True","True"
"2_3",2600,"True","True"
"2_3",2700,"True","True"
"2_3",2800,"True","Missing"
"2_3",3200,"True","Missing"
"2_3",3500,"True","Missing"
"2_3",4200,"True","True"
"2_3",4300,"True","True"
"2_3",4400,"True","Missing"
"2_3",4500,"True","True"
"2_3",4600,"True","True"
"2_3",4800,"True","Missing"
"2_3",4900,"True","Missing"
"2_3",5000,"True","True"
"2_3",5100,"True","True"
"2_3",5300,"True","Missing"
"2_3",5500,"True","Missing"
"2_3",5600,"True","Missing"
"2_3",5800,"True","True"
"2_3",5900,"True","True"
"2_3",6100,"True","Missing"
"2_3",6600,"True","Missing"
"2_3",6700,"True","Missing"
"2_3",6800,"True","True"
"2_3",6900,"True","True"
"2_3",7000,"True","Missing"
"2_3",7100,"True","True"
"2_3",7300,"True","True"
"2_3",7400,"True","True"
"2_3",7500,"True","True"
"2_3",8100,"True","Missing"
"2_3",8200,"True","Missing"
"2_3",8300,"True","Missing"
"2_3",8400,"True","Missing"
"2_3",8500,"True","True"
"2_3",8600,"True","True"
"2_3",8700,"True","True"
"2_3",8800,"True","True"
"2_3",8900,"True","Missing"
"2_3",9000,"True","Missing"
"2_3",9100,"True","True"
"2_3",9400,"True","True"
"2_3",9500,"True","True"
"2_3",9600,"True","True"
"2_3",9700,"True","True"
"2_3",9800,"True","True"
"2_3",9900,"True","Missing"
"2_3",1000,"Model","Accurate"
"2_3",1202,"Model","Accurate"
"2_3",1902,"Model","Accurate"
"2_3",2102,"Model","Accurate"
"2_3",2403,"Model","Accurate"
"2_3",2502,"Model","Accurate"
"2_3",2606,"Model","Accurate"
"2_3",2609,"Model","Accurate"
"2_3",2703,"Model","Accurate"
"2_3",4209,"Model","Accurate"
"2_3",4303,"Model","Accurate"
"2_3",4502,"Model","Accurate"
"2_3",4601,"Model","Accurate"
"2_3",5005,"Model","Accurate"
"2_3",5017,"Model","Inaccurate"
"2_3",5103,"Model","Accurate"
"2_3",5790,"Model","Accurate"
"2_3",5905,"Model","Accurate"
"2_3",6802,"Model","Accurate"
"2_3",6902,"Model","Accurate"
"2_3",7101,"Model","Accurate"
"2_3",7302,"Model","Accurate"
"2_3",7402,"Model","Accurate"
"2_3",7502,"Model","Accurate"
"2_3",8502,"Model","Accurate"
"2_3",8608,"Model","Accurate"
"2_3",8702,"Model","Accurate"
"2_3",8804,"Model","Accurate"
"2_3",9104,"Model","Accurate"
"2_3",9400,"Model","Accurate"
"2_3",9501,"Model","Accurate"
"2_3",9602,"Model","Accurate"
"2_3",9702,"Model","Accurate"
"2_3",9802,"Model","Accurate"
"3_3",200,"True","True"
"3_3",300,"True","Missing"
"3_3",400,"True","Missing"
"3_3",500,"True","Missing"
"3_3",600,"True","True"
"3_3",1000,"True","True"
"3_3",1300,"True","True"
"3_3",1600,"True","True"
"3_3",1900,"True","Missing"
"3_3",2100,"True","True"
"3_3",2200,"True","True"
"3_3",2300,"True","Missing"
"3_3",2400,"True","True"
"3_3",2600,"True","True"
"3_3",2800,"True","Missing"
"3_3",3100,"True","Missing"
"3_3",3200,"True","Missing"
"3_3",3300,"True","Missing"
"3_3",3400,"True","Missing"
"3_3",3500,"True","Missing"
"3_3",3600,"True","Missing"
"3_3",3900,"True","Missing"
"3_3",4100,"True","Missing"
"3_3",4300,"True","True"
"3_3",4400,"True","True"
"3_3",4500,"True","Missing"
"3_3",4900,"True","Missing"
"3_3",5000,"True","Missing"
"3_3",5100,"True","Missing"
"3_3",5300,"True","Missing"
"3_3",5400,"True","Missing"
"3_3",5500,"True","Missing"
"3_3",5600,"True","Missing"
"3_3",5700,"True","Missing"
"3_3",5800,"True","Missing"
"3_3",6200,"True","Missing"
"3_3",6300,"True","Missing"
"3_3",6600,"True","Missing"
"3_3",6700,"True","Missing"
"3_3",7100,"True","Missing"
"3_3",7200,"True","Missing"
"3_3",7300,"True","Missing"
"3_3",7400,"True","Missing"
"3_3",7500,"True","Missing"
"3_3",7600,"True","Missing"
"3_3",7700,"True","Missing"
"3_3",8000,"True","Missing"
"3_3",8100,"True","True"
"3_3",8400,"True","True"
"3_3",8500,"True","Missing"
"3_3",8600,"True","Missing"
"3_3",8700,"True","Missing"
"3_3",8800,"True","Missing"
"3_3",8900,"True","Missing"
"3_3",9100,"True","Missing"
"3_3",9400,"True","Missing"
"3_3",9500,"True","Missing"
"3_3",9900,"True","Missing"
"3_3",200,"Model","Accurate"
"3_3",602,"Model","Accurate"
"3_3",607,"Model","Accurate"
"3_3",615,"Model","Inaccurate"
"3_3",1003,"Model","Accurate"
"3_3",1304,"Model","Accurate"
"3_3",1602,"Model","Accurate"
"3_3",2102,"Model","Accurate"
"3_3",2202,"Model","Accurate"
"3_3",2402,"Model","Accurate"
"3_3",2602,"Model","Accurate"
"3_3",4299,"Model","Accurate"
"3_3",4402,"Model","Accurate"
"3_3",8103,"Model","Accurate"
"3_3",8402,"Model","Accurate"
"4_3",100,"True","True"
"4_3",200,"True","True"
"4_3",300,"True","True"
"4_3",400,"True","Missing"
"4_3",500,"True","Missing"
"4_3",600,"True","Missing"
"4_3",900,"True","True"
"4_3",1000,"True","True"
"4_3",1200,"True","True"
"4_3",1300,"True","True"
"4_3",1400,"True","Missing"
"4_3",1600,"True","Missing"
"4_3",1700,"True","True"
"4_3",1800,"True","True"
"4_3",1900,"True","True"
"4_3",2100,"True","True"
"4_3",2200,"True","True"
"4_3",2300,"True","True"
"4_3",2500,"True","True"
"4_3",2600,"True","True"
"4_3",2900,"True","True"
"4_3",3100,"True","True"
"4_3",3200,"True","True"
"4_3",3300,"True","True"
"4_3",3700,"True","Missing"
"4_3",3800,"True","Missing"
"4_3",3900,"True","Missing"
"4_3",4000,"True","Missing"
"4_3",4100,"True","Missing"
"4_3",4200,"True","Missing"
"4_3",4400,"True","Missing"
"4_3",4500,"True","Missing"
"4_3",4600,"True","Missing"
"4_3",4700,"True","Missing"
"4_3",4800,"True","Missing"
"4_3",5000,"True","Missing"
"4_3",5300,"True","Missing"
"4_3",5400,"True","Missing"
"4_3",5500,"True","Missing"
"4_3",5600,"True","Missing"
"4_3",5700,"True","True"
"4_3",5900,"True","True"
"4_3",6100,"True","Missing"
"4_3",6200,"True","Missing"
"4_3",6300,"True","Missing"
"4_3",6400,"True","Missing"
"4_3",6500,"True","True"
"4_3",6600,"True","True"
"4_3",6700,"True","Missing"
"4_3",6900,"True","Missing"
"4_3",7000,"True","True"
"4_3",7200,"True","True"
"4_3",7300,"True","True"
"4_3",7400,"True","True"
"4_3",7500,"True","Missing"
"4_3",7800,"True","True"
"4_3",7900,"True","True"
"4_3",8100,"True","Missing"
"4_3",8200,"True","True"
"4_3",8300,"True","True"
"4_3",8400,"True","True"
"4_3",8500,"True","True"
"4_3",8600,"True","Missing"
"4_3",8700,"True","Missing"
"4_3",8800,"True","Missing"
"4_3",8900,"True","Missing"
"4_3",9100,"True","Missing"
"4_3",9200,"True","Missing"
"4_3",9500,"True","True"
"4_3",9700,"True","True"
"4_3",9800,"True","True"
"4_3",9900,"True","True"
"4_3",103,"Model","Accurate"
"4_3",203,"Model","Accurate"
"4_3",299,"Model","Accurate"
"4_3",903,"Model","Accurate"
"4_3",999,"Model","Accurate"
"4_3",1202,"Model","Accurate"
"4_3",1303,"Model","Accurate"
"4_3",1697,"Model","Accurate"
"4_3",1798,"Model","Accurate"
"4_3",1908,"Model","Accurate"
"4_3",2100,"Model","Accurate"
"4_3",2209,"Model","Accurate"
"4_3",2229,"Model","Inaccurate"
"4_3",2300,"Model","Accurate"
"4_3",2502,"Model","Accurate"
"4_3",2594,"Model","Accurate"
"4_3",2602,"Model","Accurate"
"4_3",2903,"Model","Accurate"
"4_3",3101,"Model","Accurate"
"4_3",3200,"Model","Accurate"
"4_3",3302,"Model","Accurate"
"4_3",5700,"Model","Accurate"
"4_3",5890,"Model","Accurate"
"4_3",6510,"Model","Accurate"
"4_3",6601,"Model","Accurate"
"4_3",7002,"Model","Accurate"
"4_3",7202,"Model","Accurate"
"4_3",7302,"Model","Accurate"
"4_3",7396,"Model","Accurate"
"4_3",7800,"Model","Accurate"
"4_3",7895,"Model","Accurate"
"4_3",7901,"Model","Accurate"
"4_3",8202,"Model","Accurate"
"4_3",8301,"Model","Accurate"
"4_3",8408,"Model","Accurate"
"4_3",8502,"Model","Accurate"
"4_3",9503,"Model","Accurate"
"4_3",9704,"Model","Accurate"
"4_3",9807,"Model","Accurate"
"4_3",9906,"Model","Accurate"
"5_3",200,"True","Missing"
"5_3",300,"True","Missing"
"5_3",400,"True","Missing"
"5_3",500,"True","Missing"
"5_3",600,"True","Missing"
"5_3",1100,"True","True"
"5_3",1200,"True","True"
"5_3",1300,"True","True"
"5_3",1400,"True","True"
"5_3",1500,"True","Missing"
"5_3",1700,"True","Missing"
"5_3",1900,"True","Missing"
"5_3",2500,"True","Missing"
"5_3",2600,"True","Missing"
"5_3",2700,"True","Missing"
"5_3",2800,"True","Missing"
"5_3",3000,"True","Missing"
"5_3",3200,"True","Missing"
"5_3",3300,"True","Missing"
"5_3",3400,"True","Missing"
"5_3",3500,"True","True"
"5_3",3600,"True","True"
"5_3",3700,"True","True"
"5_3",3800,"True","True"
"5_3",3900,"True","True"
"5_3",4100,"True","True"
"5_3",4200,"True","Missing"
"5_3",4300,"True","True"
"5_3",4400,"True","True"
"5_3",4500,"True","Missing"
"5_3",4600,"True","Missing"
"5_3",4700,"True","Missing"
"5_3",4900,"True","Missing"
"5_3",5100,"True","True"
"5_3",5200,"True","True"
"5_3",5300,"True","True"
"5_3",5400,"True","True"
"5_3",5500,"True","Missing"
"5_3",5700,"True","Missing"
"5_3",6300,"True","Missing"
"5_3",6600,"True","True"
"5_3",6800,"True","True"
"5_3",7000,"True","Missing"
"5_3",7400,"True","Missing"
"5_3",7500,"True","Missing"
"5_3",7600,"True","Missing"
"5_3",7800,"True","Missing"
"5_3",7900,"True","True"
"5_3",8100,"True","True"
"5_3",8600,"True","Missing"
"5_3",8700,"True","Missing"
"5_3",9200,"True","Missing"
"5_3",9300,"True","True"
"5_3",9400,"True","True"
"5_3",9500,"True","Missing"
"5_3",9700,"True","Missing"
"5_3",9800,"True","Missing"
"5_3",9900,"True","True"
"5_3",1101,"Model","Accurate"
"5_3",1201,"Model","Accurate"
"5_3",1302,"Model","Accurate"
"5_3",1403,"Model","Accurate"
"5_3",3502,"Model","Accurate"
"5_3",3603,"Model","Accurate"
"5_3",3704,"Model","Accurate"
"5_3",3803,"Model","Accurate"
"5_3",3902,"Model","Accurate"
"5_3",4106,"Model","Accurate"
"5_3",4304,"Model","Accurate"
"5_3",4399,"Model","Accurate"
"5_3",5100,"Model","Accurate"
"5_3",5203,"Model","Accurate"
"5_3",5301,"Model","Accurate"
"5_3",5405,"Model","Accurate"
"5_3",6603,"Model","Accurate"
"5_3",6803,"Model","Accurate"
"5_3",7902,"Model","Accurate"
"5_3",8103,"Model","Accurate"
"5_3",9302,"Model","Accurate"
"5_3",9394,"Model","Accurate"
"5_3",9403,"Model","Accurate"
"5_3",9900,"Model","Accurate"
